Drug,DX,30 day quantity,30 day price,90day quantity,90 day Price,Pharmacy
VINATE AZ TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
VINATE CARE CHEWABLE TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
VINATE C TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
ALENDRONATE 5MG TAB,Women\s Health,30,15,90,30,Walgreens
ALENDRONATE 10MG TAB,Women\s Health,30,15,90,30,Walgreens
ALENDRONATE 35MG TAB,Women\s Health,4,15,12,30,Walgreens
ALENDRONATE 70MG TAB,Women\s Health,4,15,12,30,Walgreens
ANASTROZOLE 1MG TAB,Women\s Health,30,15,90,30,Walgreens
ESTROPIPATE 0.625MG (0.75MG) TAB,Women\s Health,30,15,90,30,Walgreens
DEXAMETHASONE 1MG TAB,Women\s Health,30,15,90,30,Walgreens
DEXAMETHASONE 1.5MG TAB,Women\s Health,45,15,135,30,Walgreens
HYDROCORTISONE 5MG TAB,Women\s Health,50,15,150,30,Walgreens
PREDNISOLONE 15MG/5ML SOLN,Women\s Health,60,15,180,30,Walgreens
PREDNISONE 1MG TAB,Women\s Health,90,15,270,30,Walgreens
PREDNISONE 5MG TAB PACK 21\S,Women\s Health,21,15,63,30,Walgreens
ACYCLOVIR 200 MG CAP,Viruses,30,$10.99,90,$15.99,Rite-Aid
ACYCLOVIR 400 MG TAB,Viruses,30,$10.99,90,$15.99,Rite-Aid
ACYCLOVIR 800 MG TAB,Viruses,30,$10.99,90,$15.99,Rite-Aid
ALBUTEROL 0.83 MG/ML SOL,Asthma,75ml (25 vials),$10.99,225ml (75 vials),$15.99,Rite-Aid
ALBUTEROL 5 MG/ML SOL,Asthma,20ml,$10.99,60ml,$15.99,Rite-Aid
ALBUTEROL SULF 2 MG/5 ML SYR,Asthma,120ml,$10.99,360ml,$15.99,Rite-Aid
ALBUTEROL SULFATE 2 MG TAB,Asthma,60,$10.99,180,$15.99,Rite-Aid
ALBUTEROL SULFATE 4 MG TAB,Asthma,60,$10.99,180,$15.99,Rite-Aid
ALLOPURINOL 100 MG TAB,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
ALLOPURINOL 300 MG TAB,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
AMILORIDE HCL/HCTZ 5/50 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
AMITRIPTYLINE HCL 10 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
AMITRIPTYLINE HCL 100 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
AMITRIPTYLINE HCL 150 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
AMITRIPTYLINE HCL 25 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
AMITRIPTYLINE HCL 50 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
AMITRIPTYLINE HCL 75 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
AMLODIPINE BESYLATE 10 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
AMLODIPINE BESYLATE 2.5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
AMLODIPINE BESYLATE 5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
AMOX TR-K CLV 200-28.5/5 SUSP,Antibiotic Treatment,150ml,$10.99,450ml,$15.99,Rite-Aid
AMOX TR-K CLV 200-28.5/5 SUSP,Antibiotic Treatment,200ml,$10.99,600ml,$15.99,Rite-Aid
AMOXICILLIN 125 MG/5 ML SUSP,Antibiotic Treatment,100ml,$10.99,300ml,$15.99,Rite-Aid
AMOXICILLIN 125 MG/5 ML SUSP,Antibiotic Treatment,150ml,$10.99,450ml,$15.99,Rite-Aid
AMOXICILLIN 125 MG/5 ML SUSP,Antibiotic Treatment,80ml,$10.99,240ml,$15.99,Rite-Aid
AMOXICILLIN 200 MG/5 ML SUSP,Antibiotic Treatment,100ml,$10.99,300ml,$15.99,Rite-Aid
AMOXICILLIN 200 MG/5 ML SUSP,Antibiotic Treatment,50ml,$10.99,150ml,$15.99,Rite-Aid
AMOXICILLIN 200 MG/5 ML SUSP,Antibiotic Treatment,75ml,$10.99,225ml,$15.99,Rite-Aid
AMOXICILLIN 250 MG CAP,Antibiotic Treatment,30,$10.99,90,$15.99,Rite-Aid
AMOXICILLIN 250 MG TAB CHEW,Antibiotic Treatment,30,$10.99,90,$15.99,Rite-Aid
AMOXICILLIN 250 MG/5 ML SUSP,Antibiotic Treatment,100ml,$10.99,300ml,$15.99,Rite-Aid
AMOXICILLIN 250 MG/5 ML SUSP,Antibiotic Treatment,150ml,$10.99,450ml,$15.99,Rite-Aid
AMOXICILLIN 250 MG/5 ML SUSP,Antibiotic Treatment,80ml,$10.99,240ml,$15.99,Rite-Aid
AMOXICILLIN 400 MG TAB CHEW,Antibiotic Treatment,30,$10.99,90,$15.99,Rite-Aid
AMOXICILLIN 400 MG/5 ML SUSP,Antibiotic Treatment,100ml,$10.99,300ml,$15.99,Rite-Aid
AMOXICILLIN 400 MG/5 ML SUSP,Antibiotic Treatment,50ml,$10.99,150ml,$15.99,Rite-Aid
AMOXICILLIN 400 MG/5 ML SUSP,Antibiotic Treatment,75ml,$10.99,225ml,$15.99,Rite-Aid
AMOXICILLIN 500 MG CAP,Antibiotic Treatment,30,$10.99,90,$15.99,Rite-Aid
AMOXICILLIN 875 MG TAB,Antibiotic Treatment,20,$10.99,60,$15.99,Rite-Aid
AMPICILLIN TR 250 MG CAP,Antibiotic Treatment,56,$10.99,168,$15.99,Rite-Aid
AMPICILLIN TR 500 MG CAP,Antibiotic Treatment,56,$10.99,168,$15.99,Rite-Aid
ANTIPYR/BENZOCAINE EAR DROPS,Ear Health,10ml,$10.99,30ml,$15.99,Rite-Aid
ATENOLOL 100 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ATENOLOL 25 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ATENOLOL 50 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ATENOLOL/CHLORTHAL 100/25 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ATENOLOL/CHLORTHAL 50/25 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ATROPINE 1% EYE DROPS,Glaucoma & Eye Care,10ml,$10.99,30ml,$15.99,Rite-Aid
BACIT/POLYMYXIN B OPTH OINT,Glaucoma & Eye Care,3.5gm,$10.99,10.5gm,$15.99,Rite-Aid
BACLOFEN 10 MG TAB,Arthritis & Pain,90,$10.99,270,$15.99,Rite-Aid
BACLOFEN 20 MG TAB,Arthritis & Pain,90,$10.99,270,$15.99,Rite-Aid
BELLADONNA/PHENOBARB TAB,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
BENAZEPRIL HCL 10 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BENAZEPRIL HCL 20 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BENAZEPRIL HCL 40 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BENAZEPRIL HCL 5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BENZONATATE 100 MG CAP,Alergies & Cold and Flu,28,$10.99,84,$15.99,Rite-Aid
BENZONATATE 200 MG CAP,Alergies & Cold and Flu,28,$10.99,84,$15.99,Rite-Aid
BENZOYL PEROX 4% CREAMY WASH,Skin Conditions,171ml,$10.99,513ml,$15.99,Rite-Aid
BENZTROPINE MES 0.5 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
BENZTROPINE MES 1 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
BENZTROPINE MES 2 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
BETAMETHASONE DP 0.05% CRM,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
BETAMETHASONE DP 0.05% CRM,Skin Conditions,45gm,$10.99,135gm,$15.99,Rite-Aid
BETAMETHASONE DP 0.05% LOT,Skin Conditions,30ml,$10.99,90gm,$15.99,Rite-Aid
BETAMETHASONE DP 0.05% LOT,Skin Conditions,60ml,$10.99,180gm,$15.99,Rite-Aid
BETAMETHASONE VA 0.1% CRM,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
BETAMETHASONE VA 0.1% CRM,Skin Conditions,45gm,$10.99,135gm,$15.99,Rite-Aid
BETAMETHASONE VA 0.1% OINT,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
BETAMETHASONE VA 0.1% OINT,Skin Conditions,45gm,$10.99,135gm,$15.99,Rite-Aid
BETHANECHOL 10 MG TAB,Other Medical Conditions,120,$10.99,360,$15.99,Rite-Aid
BETHANECHOL 25 MG TAB,Other Medical Conditions,120,$10.99,360,$15.99,Rite-Aid
BETHANECHOL 5 MG TAB,Other Medical Conditions,120,$10.99,360,$15.99,Rite-Aid
BISOPROLOL/HCTZ 10/6.25 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BISOPROLOL/HCTZ 2.5/6.25 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BISOPROLOL/HCTZ 5/6.25 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BRIMONIDINE 0.2% DROPS,Glaucoma & Eye Care,5,$10.99,15,$15.99,Rite-Aid
BRIMONIDINE 0.2% DROPS,Glaucoma & Eye Care,15,$10.99,45,$15.99,Rite-Aid
BRIMONIDINE 0.2% DROPS,Glaucoma & Eye Care,10,$10.99,30,$15.99,Rite-Aid
BUMETANIDE 0.5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BUMETANIDE 1 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BUMETANIDE 2 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
BUSPIRONE HCL 10 MG TAB,Mental Health,60,$10.99,180,$15.99,Rite-Aid
BUSPIRONE HCL 15 MG TAB,Mental Health,60,$10.99,180,$15.99,Rite-Aid
BUSPIRONE HCL 30 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
BUSPIRONE HCL 5 MG TAB,Mental Health,60,$10.99,180,$15.99,Rite-Aid
CAPTOPRIL 100 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CAPTOPRIL 12.5 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CAPTOPRIL 25 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CAPTOPRIL 50 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CARBAMAZEPINE 100 MG TAB CHEW,Mental Health,90,$10.99,270,$15.99,Rite-Aid
CARBAMAZEPINE 200 MG TAB,Mental Health,90,$10.99,270,$15.99,Rite-Aid
CARVEDILOL 12.5 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CARVEDILOL 25 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CARVEDILOL 3.125 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CARVEDILOL 6.25 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CEPHALEXIN 125 MG/5 ML SUSP,Antibiotic Treatment,200ml,$10.99,600ml,$15.99,Rite-Aid
CEPHALEXIN 250 MG CAP,Antibiotic Treatment,28,$10.99,84,$15.99,Rite-Aid
CEPHALEXIN 500 MG CAP,Antibiotic Treatment,40,$10.99,120,$15.99,Rite-Aid
CERON DROPS,Alergies & Cold and Flu,30ml,$10.99,90ml,$15.99,Rite-Aid
CERON-DM SYR,Alergies & Cold and Flu,118ml,$10.99,354ml,$15.99,Rite-Aid
CHLORHEXIDINE GLUCONATE 12% SOLN,Other Medical Conditions,473ml,$10.99,1419ml,$15.99,Rite-Aid
CHLORTHALIDONE 25 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
CHLORTHALIDONE 50 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
CICLOPIROX 0.77% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
CICLOPIROX 0.77% TOPICAL SUSP,Skin Conditions,30ml,$10.99,90ml,$15.99,Rite-Aid
CIMETIDINE 300 MG TAB,Gastroinestinal Health,30,$10.99,90,$15.99,Rite-Aid
CIMETIDINE 400 MG TAB,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
CIMETIDINE 800 MG TAB,Gastroinestinal Health,30,$10.99,90,$15.99,Rite-Aid
CIPROFLOXACIN 0.3% OPHTH SOL,Glaucoma & Eye Care,2.5,$10.99,7.5,$15.99,Rite-Aid
CIPROFLOXACIN 0.3% OPHTH SOL,Glaucoma & Eye Care,5,$10.99,15,$15.99,Rite-Aid
CIPROFLOXACIN 0.3% OPHTH SOL,Glaucoma & Eye Care,10,$10.99,30,$15.99,Rite-Aid
CIPROFLOXACIN HCL 250 MG TAB,Antibiotic Treatment,14,$10.99,42,$15.99,Rite-Aid
CIPROFLOXACIN HCL 500 MG TAB,Antibiotic Treatment,20,$10.99,60,$15.99,Rite-Aid
CIPROFLOXACIN HCL 750 MG TAB,Antibiotic Treatment,21,$10.99,63,$15.99,Rite-Aid
CITALOPRAM HBR 10 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
CITALOPRAM HBR 20 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
CITALOPRAM HBR 40 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
CLINDAMYCIN PH 1% SOL,Skin Conditions,30ml,$10.99,90ml,$15.99,Rite-Aid
CLOBETASOL 0.05% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
CLOBETASOL 0.05% CRM,Skin Conditions,45gm,$10.99,135gm,$15.99,Rite-Aid
CLOBETASOL 0.05% OINT,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
CLOBETASOL 0.05% OINT,Skin Conditions,45gm,$10.99,135gm,$15.99,Rite-Aid
CLOMIPHENE CITRATE 50 MG TAB,Woman\s Health,5,$10.99,15,$15.99,Rite-Aid
CLONIDINE HCL 0.1 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CLONIDINE HCL 0.2 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CLONIDINE HCL 0.3 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
CLOTRIMAZOLE-BETAMETHASONE CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
CYCLOBENZAPRINE 10 MG TAB,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
C-PHEN DM DROPS,Alergies & Cold and Flu,30ml,$10.99,90gm,$15.99,Rite-Aid
DESONIDE 0.05% CRM,Skin Conditions,30gm,$10.99,90ml,$15.99,Rite-Aid
DESONIDE 0.05% OINT,Skin Conditions,30gm,$10.99,90ml,$15.99,Rite-Aid
DESONIDE 0.05% OINT,Skin Conditions,60gm,$10.99,180gm,$15.99,Rite-Aid
DEX PC SYR,Alergies & Cold and Flu,120ml,$10.99,360ml,$15.99,Rite-Aid
DEXAMETHASONE 0.5 MG TAB,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
DEXAMETHASONE 0.75 MG TAB,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
DEXAMETHASONE 4 MG TAB,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
DICLOFENAC 0.1% EYE DROPS,Glaucoma & Eye Care,2.5,$10.99,7.5,$15.99,Rite-Aid
DICLOFENAC 0.1% EYE DROPS,Glaucoma & Eye Care,5,$10.99,15,$15.99,Rite-Aid
DICLOFENAC POT 50 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
DICLOFENAC SOD 100 MG TAB SA,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
DICLOFENAC SOD 50 MG TAB EC,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
DICLOFENAC SOD 75 MG TAB EC,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
DICLOXACILLIN 250 MG CAP,Antibiotic Treatment,40,$10.99,120,$15.99,Rite-Aid
DICYCLOMINE 10 MG CAP,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
DICYCLOMINE 20 MG TAB,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
DIGOXIN 125 MCG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
DIGOXIN 250 MCG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
DILTIAZEM 120 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
DILTIAZEM 30 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
DILTIAZEM 60 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
DILTIAZEM 90 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
DOXAZOSIN MESYLATE 1 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
DOXAZOSIN MESYLATE 2 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
DOXAZOSIN MESYLATE 4 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
DOXAZOSIN MESYLATE 8 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
DOXEPIN 10 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
DOXEPIN 100 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
DOXEPIN 25 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
DOXEPIN 50 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
DOXEPIN 75 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
DOXYCYCLINE 100 MG CAP,Antibiotic Treatment,20,$10.99,60,$15.99,Rite-Aid
DOXYCYCLINE 100 MG TAB,Antibiotic Treatment,20,$10.99,60,$15.99,Rite-Aid
DOXYCYCLINE 20 MG TAB,Antibiotic Treatment,60,$10.99,180,$15.99,Rite-Aid
DOXYCYCLINE 50 MG CAP,Antibiotic Treatment,40,$10.99,120,$15.99,Rite-Aid
ECONAZOLE NITRATE 1% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
ENALAPRIL MALEATE 10 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ENALAPRIL MALEATE 2.5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ENALAPRIL MALEATE 20 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ENALAPRIL MALEATE 5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ENALAPRIL/HCTZ 10-25MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ENALAPRIL/HCTZ 5-12.5MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ERYTHROCIN 250 MG FILMTAB,Antibiotic Treatment,28,$10.99,84,$15.99,Rite-Aid
ERYTHROCIN 500 MG FILMTAB,Antibiotic Treatment,14,$10.99,42,$15.99,Rite-Aid
ERYTHROMYCIN 2% GEL,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
ERYTHROMYCIN 2% SOL,Skin Conditions,60ml,$10.99,180ml,$15.99,Rite-Aid
ERYTHROMYCIN EYE OINT,Glaucoma & Eye Care,4gm,$10.99,12gm,$15.99,Rite-Aid
EST ESTROGEN/METHYL TESTOST DS,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
EST ESTROGEN/METHYL TESTOST HS,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
ESTRADIOL 0.5 MG TAB,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
ESTRADIOL 1 MG TAB,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
ESTRADIOL 2 MG TAB,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
ESTROPIPATE 0.625(0.75 MG) TAB,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
ESTROPIPATE 1.25(1.5 MG) TAB,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
FAMOTIDINE 20 MG TAB,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
FAMOTIDINE 40 MG TAB,Gastroinestinal Health,30,$10.99,90,$15.99,Rite-Aid
FLUCONAZOLE 100 MG TAB,Fungal Infections,10,$10.99,30,$15.99,Rite-Aid
FLUCONAZOLE 150 MG TAB,Fungal Infections,1,$10.99,3,$15.99,Rite-Aid
FLUCONAZOLE 200 MG TAB,Fungal Infections,10,$10.99,30,$15.99,Rite-Aid
FLUOCINOLONE 0.01% SOL,Skin Conditions,60ml,$10.99,180ml,$15.99,Rite-Aid
FLUOCINOLONE 0.025% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
FLUOCINOLONE 0.025% OINT,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
FLUOCINONIDE 0.05% CRM,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
FLUOCINONIDE 0.05% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
FLUOCINONIDE 0.05% CRM,Skin Conditions,60gm,$10.99,180gm,$15.99,Rite-Aid
FLUOCINONIDE 0.05% GEL,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
FLUOCINONIDE 0.05% GEL,Skin Conditions,60gm,$10.99,180gm,$15.99,Rite-Aid
FLUOCINONIDE 0.05% OINT,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
FLUOCINONIDE 0.05% SOL,Skin Conditions,60ml,$10.99,180ml,$15.99,Rite-Aid
FLUOCINONIDE-E 0.05% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
FLUOCINONIDE-E 0.05% CRM,Skin Conditions,60gm,$10.99,180gm,$15.99,Rite-Aid
FLUOXETINE 20 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
FLUOXETINE HCL 10 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
FLUOXETINE HCL 10 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
FLUOXETINE HCL 40 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
FLUPHENAZINE 1 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
FLUPHENAZINE 10 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
FLUPHENAZINE 2.5 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
FLUPHENAZINE 5 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
FLUTICASONE PROP 0.005% OINT,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
FLUTICASONE PROP 0.005% OINT,Skin Conditions,60gm,$10.99,180gm,$15.99,Rite-Aid
FLUTICASONE PROP 0.05% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
FOLIC ACID 1 MG TAB,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
FUROSEMIDE 20 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
FUROSEMIDE 40 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
FUROSEMIDE 80 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
GENTAMICIN 0.1% CRM,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
GENTAMICIN 0.1% OINT,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
GENTAMICIN 3 MG/ML EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
GENTAMICIN 3 MG/ML EYE DROPS,Glaucoma & Eye Care,5ml,$10.99,15ml,$15.99,Rite-Aid
GLIMEPIRIDE 1 MG TAB,Diabetes,30,$10.99,90,$15.99,Rite-Aid
GLIMEPIRIDE 2 MG TAB,Diabetes,30,$10.99,90,$15.99,Rite-Aid
GLIMEPIRIDE 4 MG TAB,Diabetes,30,$10.99,90,$15.99,Rite-Aid
GLIPIZIDE 10 MG TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
GLIPIZIDE 5 MG TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
GLIPIZIDE XL 10 MG TAB,Diabetes,30,$10.99,90,$15.99,Rite-Aid
GLIPIZIDE XL 2.5 MG TAB,Diabetes,30,$10.99,90,$15.99,Rite-Aid
GLIPIZIDE XL 5 MG TAB,Diabetes,30,$10.99,90,$15.99,Rite-Aid
GLYBURIDE 2.5 MG TAB,Diabetes,30,$10.99,90,$15.99,Rite-Aid
GLYBURIDE 5 MG TAB,Diabetes,30,$10.99,90,$15.99,Rite-Aid
GLYBURIDE MICRO 1.5 MG TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
GLYBURIDE MICRO 3 MG TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
GLYBURIDE MICRO 6 MG TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
GUANFACINE 1 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
GUANFACINE 2 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
HALOPERIDOL 0.5 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
HALOPERIDOL 1 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
HALOPERIDOL 2 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
HALOPERIDOL 5 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
HYDRALAZINE 10 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
HYDRALAZINE 100 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
HYDRALAZINE 25 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
HYDRALAZINE 50 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
HYDROCHLOROTHIAZIDE 12.5 MG CAP,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
HYDROCHLOROTHIAZIDE 25 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
HYDROCHLOROTHIAZIDE 50 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
HYDROCORTISONE 0.2% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
HYDROCORTISONE 0.2% CRM,Skin Conditions,45gm,$10.99,135gm,$15.99,Rite-Aid
HYDROCORTISONE 2.5% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
HYDROCORTISONE 2.5% OINT,Skin Conditions,29gm,$10.99,87gm,$15.99,Rite-Aid
